"177","255","1","fifth"
"118","255","1","pint"
"34","255","1/2","pint"
"85","255","4.5","cl"
"11","255","1","pint"
"22","255","1/2","pint"
"193","256","5","shots"
"182","256","very","sweet"
"194","257","4","cl"
"182","257","Turkish","apple"
"25","257","(if","needed)"
"58","258","2","cups"
"182","258","3-4","tsp"
"94","258","1","chunk"
"195","258","3-4","crushed"
"196","258","3","crushed"
"197","258","1","piece"
"198","258","1-2","whole"
"25","258","to","taste"
"5","258","","taste"
"182","259","1/4","cup"
"58","259","1/2","cup"
"156","259","2","tsp"
"44","259","cubes","tsp"
"27","259","","tsp"
"10","260","1","shot"
"190","260","2","shots"
"106","260","Top","up"
"106","261","Chilled","up"
"199","261","1","tsp"
"106","262","18","cl"
"200","262","3","cl"
"106","263","Chilled","cl"
"25","263","1","piece"
"17","263","2","dashes"
"20","263","1","twist"
"76","263","1","dash"
"77","264","1","part"
"106","264","5","parts"
"77","265","1","part"
"106","265","5","parts"
"106","266","Chilled","parts"
"11","266","6","cl"
"48","267","2.3","cl"
"10","267","4.5","cl"
"201","268","6","cl"
"128","268","2.3","cl"
"48","268","1.5","cl"
"10","269","6","cl"
"48","269","3","cl"
"39","269","","cl"
"51","270","6","cl"
"22","270","3","cl"
"25","270","1/2","tsp"
"29","270","1","tsp"
"50","270","1","tsp"
"7","271","2","scoops"
"15","271","1","can"
"51","271","6","cl"
"134","272","2.3","cl"
"51","272","2.3","cl"
"10","272","2.3","cl"
"11","272","2-3","oz"
"51","273","6","cl"
"22","273","3","cl"
"25","273","1","tsp"
"100","273","9","cl"
"50","273","1","cl"
"29","273","1","cl"
"51","274","6","cl"
"85","274","1.5","cl"
"51","275","9","cl"
"85","275","1.5","cl"
"20","275","1","twist"
"27","276","4","fresh"
"51","276","7.5","cl"
"41","276","1","tsp"
"58","276","2","tsp"
"51","277","4.5","cL"
"150","277","2","dashes"
"25","277","1","cube"
"58","277","dash","cube"
"202","278","48","cl"
"13","278","4.5","cl"
"118","279","1","part"
"10","279","1","part"
"13","279","1","part"
"14","279","1/2","part"
"203","279","","part"
"44","279","","part"
"132","279","1-3","pint"
"204","279","","pint"
"13","280","9","cl"
"205","280","36","cl"
"13","281","3","cl"
"206","281","6","cl"
"22","281","1","dash"
"207","281","1","dash"
"208","281","1","dash"
"18","281","1","slice"
"13","282","4.5","cl"
"64","282","3","cl"
"24","282","3","cl"
"132","282","Coarse","cl"
"13","283","1.5","cl"
"207","283","1.5","cl"
"209","284","2","part"
"210","284","1","part"
"13","284","2","shots"
"2","284","Float","Bacardi"
"102","285","2/5","Bacardi"
"13","285","2/5","Bacardi"
"31","285","1/5","Bacardi"
"211","286","9","cl"
"13","286","4.5","cl"
"118","287","3","cl"
"10","287","3","cl"
"13","287","3","cl"
"12","287","3","cl"
"14","287","3","cl"
"212","287","3","cl"
"181","287","3","cl"
"0","287","3","cl"
"13","288","6","cl"
"22","288","1","tblsp"
"31","288","2.3","cl"
"26","288","1","cl"
"23","288","","cl"
"13","289","6","cl"
"18","289","Juice","of"
"41","289","1","tsp"
"33","289","1","slice"
"13","290","2","measures"
"11","290","","measures"
"31","290","","measures"
"13","291","full","glass"
"207","291","About","8"
"13","292","4.5","cl"
"109","292","1.5","cl"
"213","292","2","spoons"
"13","293","6","cl"
"214","293","3","cl"
"72","293","3","cl"
"109","293","1.5","cl"
"110","293","1","dash"
"132","293","1","pinch"
"44","294","1","cup"
"13","294","6","cl"
"215","294","1/4","cup"
"24","294","3","tblsp"
"63","295","3","cl"
"10","295","3","cl"
"64","296","","cl"
"216","296","","cl"
"10","296","","cl"
"119","296","","cl"
"68","296","","cl"
"10","297","3","cl"
"200","297","3","cl"
"11","297","9","cl"
"127","297","9","cl"
"10","298","6","cl"
"217","298","3","cl"
